id,year,title,entry,phylum,class,order,genus,match_method,confidence,rationale
167,2023,Hydra-Multi: Collaborative Online Construction of 3D Scene Graphs with Multi-Robot Teams,"Chang, Y., Hughes, N., Ray, A., and Carlone, L. 2023c. Hydra-Multi: Collaborative Online Construction of 3D Scene Graphs with Multi-Robot Teams. In: IEEE/RSJ Intl. Conf. on Intelligent Robots and Systems (IROS).",Map Representations,Semantic and Structured Maps,Hierarchical Spatial Maps,3D Scene Graphs,codex_context_semantic,0.82,"Title is about hierarchical/scene-graph map representation. Genus label: 3D Scene Graphs (codex_context_genus, score=61)."
168,2025,ASHiTA: Automatic Scene-grounded HIerarchical Task Analysis,"Chang, Y., Fermoselle, L., Ta, D., Bucher, B., Carlone, L., and Wang, J. 2025. ASHiTA: Automatic Scene-grounded HIerarchical Task Analysis. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Object-Level Maps,codex_context_semantic,0.74,"Cited in metric-semantic SLAM further-reading context. Strongest Handbook context: 16.5 Further Readings & Recent Trends. Genus label: Object-Level Maps (codex_context_genus, score=6)."
169,2024,pixelSplat: 3D Gaussian Splats from Image Pairs for Scalable Generalizable 3D Reconstruction,"Charatan, David, Li, Sizhe, Tagliasacchi, Andrea, and Sitzmann, Vincent. 2024. pixelSplat: 3D Gaussian Splats from Image Pairs for Scalable Generalizable 3D Reconstruction. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,Learned Occupancy Fields,codex_context_semantic,0.66,"Cited in differentiable volume rendering further-reading context. Strongest Handbook context: 14.4 Further Readings & Recent Trends    415. Genus label: Learned Occupancy Fields (codex_context_genus, score=3)."
170,2015,InformationTheoretic Planning with Trajectory Optimization for Dense 3D Mapping,"Charrow, Benjamin, Kahn, Gregory, Patil, Sachin, Liu, Sikang, Goldberg, Ken, Abbeel, Pieter, Michael, Nathan, and Kumar, Vijay. 2015. InformationTheoretic Planning with Trajectory Optimization for Dense 3D Mapping. In: Robotics: Science and Systems (RSS).",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Short-Term Dynamic Objects,codex_context_semantic,0.66,"Cited in dynamic/deformable SLAM further-reading context. Strongest Handbook context: 15.5 Further Readings & Recent Trends  453. Genus label: Short-Term Dynamic Objects (codex_context_genus, score=3)."
171,1997,Fundamentals of High Accuracy Inertial Navigation,"Chatfield, Averil B. 1997. Fundamentals of High Accuracy Inertial Navigation. AIAA.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Strapdown Integration,codex_context_semantic,0.66,"Cited in inertial sensing/navigation basics. Strongest Handbook context: 11.1 Basics of Inertial Sensing and Navigation  305. Genus label: Strapdown Integration (codex_context_genus, score=19)."
172,1985,Position referencing and consistent world modeling for mobile robots,"Chatila, Raja, and Laumond, Jean-Paul. 1985. Position referencing and consistent world modeling for mobile robots. Pages 138-145 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=6)."
173,2013,Efficient and Robust Large-Scale Rotation Averaging,"Chatterjee, A., and Govindu, V. M. 2013. Efficient and Robust Large-Scale Rotation Averaging. Pages 521-528 of: Intl. Conf. on Computer Vision (ICCV).",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Robust Pose Graph Optimization,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends  99. Genus label: Robust Pose Graph Optimization (codex_context_genus, score=3)."
174,2020,Adaptive Robust Kernels for Non-Linear Least Squares Problems,"Chebrolu, Nived, L - abe, Thomas, Vysotska, Olga, Behley, Jens, and Stachniss, Cyrill. 2020. Adaptive Robust Kernels for Non-Linear Least Squares Problems. arXiv preprint.",Back-End Optimization & Inference,Robust Back-End,Outlier-Robust Optimization,Max-Mixture Models,codex_context_semantic,0.66,"Cited in robustness chapter further-reading context. Strongest Handbook context: 3.4 Further Readings & Recent Trends  99. Genus label: Max-Mixture Models (codex_context_genus, score=38)."
175,2021,Registration of spatio-temporal point clouds of plants for phenotyping,"Chebrolu, Nived, Magistri, Federico, L - abe, Thomas, and Stachniss, Cyrill. 2021. Registration of spatio-temporal point clouds of plants for phenotyping. PLOS ONE, 16(2), e0247243.",Map Representations,Dynamic and Deformable Maps,Dynamic SLAM Maps,Long-Term Lifelong Changes,codex_context_semantic,0.66,"Cited in dynamic SLAM problem characterization. Strongest Handbook context: 15.1.1 Characterizing Dynamics. Genus label: Long-Term Lifelong Changes (codex_context_genus, score=38)."
176,2010,Radar Scan Matching SLAM Using the Fourier-Mellin Transform,"Checchin, Paul, G - erossier, Franck, Blanc, Christophe, Chapuis, Roland, and Trassoudaine, Laurent. 2010. Radar Scan Matching SLAM Using the Fourier-Mellin Transform. Pages 151-161 of: Howard, Andrew, Iagnemma, Karl, and Kelly, Alonzo (eds), Field and Service Robotics. Berlin, Heidelberg: Springer Berlin Heidelberg.",Measurement Front-End,Odometry Front-End,Frame-to-Frame Motion Estimation,Radar Odometry,codex_context_semantic,0.66,"Cited in radar odometry context. Strongest Handbook context: 9.2.2 Direct Odometry. Genus label: Radar Odometry (codex_context_genus, score=42)."
177,2024,SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities,"Chen, B., Xu, Z., Kirmani, S., Ichter, B., Sadigh, D., Guibas, L., and Xia, F. 2024a. SpatialVLM: Endowing Vision-Language Models with Spatial Reasoning Capabilities. Pages 14455-14465 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.66,"Cited in open-world Spatial AI further-reading context. Strongest Handbook context: 17.4.2 Revisiting the Question of the Need for Maps. Genus label: Open-Set Object Maps (codex_context_genus, score=3)."
178,2023,Open-vocabulary queryable scene representations for real world planning,"Chen, Boyuan, Xia, Fei, Ichter, Brian, Rao, Kanishka, Gopalakrishnan, Keerthana, Ryoo, Michael S, Stone, Austin, and Kappler, Daniel. 2023a. Open-vocabulary queryable scene representations for real world planning. Pages 11509-11522 of: IEEE Intl. Conf. on Robotics and Automation (ICRA).","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Open-World Mapping,Open-Set Object Maps,codex_context_semantic,0.74,"Cited in open-world mapping context. Strongest Handbook context: 17.3.2 Object Maps and 3D Scene Graphs. Genus label: Open-Set Object Maps (codex_context_genus, score=9)."
179,2018,Ionet: Learning to cure the curse of drift in inertial odometry,"Chen, Changhao, Lu, Xiaoxuan, Markham, Andrew, and Trigoni, Niki. 2018. Ionet: Learning to cure the curse of drift in inertial odometry. In: Proceedings of the AAAI Conference on Artificial Intelligence, vol. 32.",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.9,"Cited in inertial odometry further-reading context. Strongest Handbook context: 11.5 Further Readings & Recent Trends  331. Genus label: Visual-Inertial Odometry (codex_context_genus, score=22)."
180,2023,"Optimization-Based VINS: Consistency, Marginalization, and FEJ","Chen, Chuchu, Geneva, Patrick, Peng, Yuxiang, Lee, Woosik, and Huang, Guoquan. 2023b. Optimization-Based VINS: Consistency, Marginalization, and FEJ. Pages 1517-1524 of: 2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.82,"Cited in VIO practical context. Strongest Handbook context: 11.4 Visual-Inertial Odometry and Practical Considerations        327. Genus label: Visual-Inertial Odometry (codex_context_genus, score=61)."
181,2024,Fast and Consistent Covariance Recovery for Sliding-window Optimization-based VINS,"Chen, Chuchu, Peng, Yuxiang, and Huang, Guoquan. 2024b (May). Fast and Consistent Covariance Recovery for Sliding-window Optimization-based VINS. In: IEEE Intl. Conf. on Robotics and Automation (ICRA).",Sensor & Odometry Modalities,Proprioceptive and Aided Odometry,Inertial Odometry,Visual-Inertial Odometry,codex_context_semantic,0.74,"Cited in VIO practical context. Strongest Handbook context: 11.4 Visual-Inertial Odometry and Practical Considerations        327. Genus label: Visual-Inertial Odometry (codex_context_genus, score=61)."
182,2022,EPro-PnP: Generalized End-to-End Probabilistic Perspectiven-Points for Monocular Object Pose Estimation,"Chen, Hansheng, Wang, Pichao, Wang, Fan, Tian, Wei, Xiong, Lu, and Li, Hao. 2022a. EPro-PnP: Generalized End-to-End Probabilistic Perspectiven-Points for Monocular Object Pose Estimation. Pages 2781-2790 of: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Problem & System Context,Historical and Scope Framing,SLAM Eras,Spatial AI Era,codex_context_fallback,0.42,"No reliable citation section was recovered; retained parser seed as low-confidence fallback. Genus label: Spatial AI Era (codex_context_genus, score=6)."
183,2023,ESVIO: Event-based Stereo Visual Inertial Odometry,"Chen, Peiyu, Guan, Weipeng, and Lu, Peng. 2023c. ESVIO: Event-based Stereo Visual Inertial Odometry. IEEE Robotics and Automation Letters, 8(6), 3661-3668.","Robustness, Evaluation & Operations",Evaluation,Datasets and Benchmarks,Event SLAM Datasets,codex_context_semantic,0.74,"Cited in event datasets/simulators/benchmarks context. Strongest Handbook context: 10.7 Datasets, Simulators, and Benchmarks                                        295. Genus label: Event SLAM Datasets (codex_context_genus, score=22)."
184,2015,Mxnet: A flexible and efficient machine learning library for heterogeneous distributed systems,"Chen, Tianqi, Li, Mu, Li, Yutian, Lin, Min, Wang, Naiyan, Wang, Minjie, Xiao, Tianjun, Xu, Bing, Zhang, Chiyuan, and Zhang, Zheng. 2015. Mxnet: A flexible and efficient machine learning library for heterogeneous distributed systems. arXiv preprint.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Implicit Differentiation,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.4 Numerical Challenges of Automatic Differentiation and Modern Libraries 117. Genus label: Implicit Differentiation (codex_context_genus, score=3)."
185,2020,A Simple Framework for Contrastive Learning of Visual Representations,"Chen, Ting, Kornblith, Simon, Norouzi, Mohammad, and Hinton, Geoffrey. 2020. A Simple Framework for Contrastive Learning of Visual Representations. Pages 1597-1607 of: Intl. Conf. on Machine Learning (ICML), vol. 119. PMLR.","Learning, Semantics & Spatial AI",Foundation and Open-World Spatial AI,Foundation Models for Spatial AI,Vision-Language Grounding,codex_context_semantic,0.74,"Cited in foundation model background context. Strongest Handbook context: 17.1.1 A Brief History of Foundation Models. Genus label: Vision-Language Grounding (codex_context_genus, score=3)."
186,2024,iA*: Imperative Learning-based A* Search for Pathfinding,"Chen, Xiangyu, Yang, Fan, and Wang, Chen. 2024c. iA*: Imperative Learning-based A* Search for Pathfinding. arXiv preprint.",Back-End Optimization & Inference,Certifiable and Differentiable Solvers,Differentiable Optimization,Differentiating Through Least Squares,codex_context_semantic,0.66,"Cited in differentiable optimization chapter. Strongest Handbook context: 4.5 Further Readings & Recent Trends. Genus label: Differentiating Through Least Squares (codex_context_genus, score=3)."
187,2019,Suma++: Efficient lidar-based semantic slam,"Chen, Xieyuanli, Milioto, Andres, Palazzolo, Emanuele, Giguere, Philippe, Behley, Jens, and Stachniss, Cyrill. 2019. Suma++: Efficient lidar-based semantic slam. Pages 4530-4537 of: 2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS). IEEE.",Map Representations,Semantic and Structured Maps,Metric-Semantic Maps,Sparse Semantic Landmarks,codex_context_semantic,0.96,"Cited in dense metric-semantic representation context. Strongest Handbook context: 16.3.1 Point-based and Surfel-based Metric-Semantic SLAM. Genus label: Sparse Semantic Landmarks (codex_context_genus, score=6)."
188,2022,OverlapNet: A siamese network for computing LiDAR scan similarity with applications to loop closing and localization,"Chen, Xieyuanli, L - abe, Thomas, Milioto, Andres, Ro - hling, Timo, Behley, Jens, and Stachniss, Cyrill. 2022b. OverlapNet: A siamese network for computing LiDAR scan similarity with applications to loop closing and localization. Autonomous Robots, 1-21.",Measurement Front-End,Place Recognition and Loop Closure,Place Recognition,LiDAR Place Recognition,codex_context_semantic,0.74,"Cited in LiDAR place recognition context. Strongest Handbook context: 8.3.1 Problem Definition. Genus label: LiDAR Place Recognition (codex_context_genus, score=45)."
189,2008,"Algorithm 887: CHOLMOD, Supernodal Sparse Cholesky Factorization and Update/Downdate","Chen, Y., Davis, T.A., Hager, W.W., and Rajamanickam, S. 2008. Algorithm 887: CHOLMOD, Supernodal Sparse Cholesky Factorization and Update/Downdate. ACM Trans. Math. Softw., 35(3), 22:1-22:14.",Back-End Optimization & Inference,Sparsity and Incrementality,Variable Elimination,Fill-in Reduction,codex_context_semantic,0.66,"Cited in sparsity / factor graph structure context. Strongest Handbook context: 1.5.3 Sparse Factorization. Genus label: Fill-in Reduction (codex_context_genus, score=16)."
190,2021,Cramer - Rao bounds and optimal design metrics for pose-graph SLAM,"Chen, Yongbo, Huang, Shoudong, Zhao, Liang, and Dissanayake, Gamini. 2021. Cramer - Rao bounds and optimal design metrics for pose-graph SLAM. IEEE Trans. Robotics, 37(2), 627-641.","State, Geometry & Probabilistic Modeling",Observability and Uncertainty,Estimation Consistency,Gauge Freedom,codex_context_semantic,0.66,"Cited in solution accuracy / uncertainty context. Strongest Handbook context: 6.2 How Accurate is the Optimal Solution of a SLAM Problem?     177. Genus label: Gauge Freedom (codex_context_genus, score=19)."
191,2024,MVSplat: Efficient 3D Gaussian Splatting from Sparse Multi-View Images,"Chen, Yuedong, Xu, Haofei, Zheng, Chuanxia, Zhuang, Bohan, Pollefeys, Marc, Geiger, Andreas, Cham, Tat-Jen, and Cai, Jianfei. 2024d. MVSplat: Efficient 3D Gaussian Splatting from Sparse Multi-View Images. European Conf. on Computer Vision (ECCV).",Map Representations,Neural and Differentiable Maps,Gaussian Maps,3D Gaussian Splatting,codex_context_semantic,0.82,"Title is about Gaussian map representation. Genus label: 3D Gaussian Splatting (codex_context_genus, score=77)."
192,2019,Learning implicit fields for generative shape modeling,"Chen, Zhiqin, and Zhang, Hao. 2019. Learning implicit fields for generative shape modeling. In: IEEE Conf. on Computer Vision and Pattern Recognition (CVPR).",Map Representations,Neural and Differentiable Maps,Neural Implicit Maps,Neural SDF Maps,codex_context_semantic,0.66,"Cited in learnable 3D scene representation context. Strongest Handbook context: 14.1.1 Learnable 3D Representations. Genus label: Neural SDF Maps (codex_context_genus, score=22)."
